httpRequest.latency,httpRequest.protocol,httpRequest.referer,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,"labels.""commit-sha""","labels.""gcb-build-id""","labels.""gcb-trigger-id""","labels.""gcb-trigger-region""",labels.instanceId,"labels.""managed-by""",logName,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,spanId,textPayload,timestamp,trace,traceSampled
0.053434239s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1469,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298353000bf878f56d447e,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:28.109130338Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,8709349490825972905,,2024-04-24T22:10:27.729239Z,projects/production-environment-412808/traces/9d7ffa55d2e61402f8802360e0fff3b7,
0.068237579s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298352000c30d73c21e7b1,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:27.110282835Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,6602388675461417763,,2024-04-24T22:10:26.729125Z,projects/production-environment-412808/traces/c38b4ff35aee208dc18475830df84c55,true
0.078062129s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298350000c624aab725c77,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:25.114226897Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,10084998670939085296,,2024-04-24T22:10:24.731892Z,projects/production-environment-412808/traces/4a714876df0047a032711e9e60e07968,
0.100582788s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",6629834f000cc7fe9a6b92b6,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:24.122151164Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,12035385663670640266,,2024-04-24T22:10:23.735307Z,projects/production-environment-412808/traces/58e6af92088c4562a5c246875af9a581,
0.051751922s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1469,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",6629834d000c1695782eca9f,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:22.116959236Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,729930977868106160,,2024-04-24T22:10:21.738401Z,projects/production-environment-412808/traces/c1b3be9edafb67d779fbe2d0301c9669,
0.068173759s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",6629834c000c4b673cbfb577,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:21.116657349Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,16068547751426192964,,2024-04-24T22:10:20.736039Z,projects/production-environment-412808/traces/66b3afe447fb58fa5648b44d0352d5fa,
0.052929421s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",6629834a000c169c7d39bf1e,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:19.118209369Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,624935090737210595,,2024-04-24T22:10:18.737452Z,projects/production-environment-412808/traces/9203edc1d0040ea70665cfccc3b7ba16,
0.049723551s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1469,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298349000bdbf9e42dbc28,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:17.788670840Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,10215671926946241337,,2024-04-24T22:10:17.725739Z,projects/production-environment-412808/traces/65b72a867611a84665e4b14c7797853e,
0.079537554s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1469,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298347000ca44dd0ea8819,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:16.121026154Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,15357430969712509331,,2024-04-24T22:10:15.747118Z,projects/production-environment-412808/traces/e5de4fcc3f4b75304b47a9419569a50a,
0.047811147s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298346000c14e7c5cd9069,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:15.122142461Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,2526740488217978369,,2024-04-24T22:10:14.742041Z,projects/production-environment-412808/traces/2e25b91cb541b86884a9eaf7024ea0c8,true
0.049383029s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1469,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298344000bdbab5ecfab74,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:12.791380133Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,4923799251497564639,,2024-04-24T22:10:12.725911Z,projects/production-environment-412808/traces/8cc9e55e507c47d77a5f4f261be5a06b,
0.051215732s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1469,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298343000bf7533ab6b9a1,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:11.791425240Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,2772914038770785702,,2024-04-24T22:10:11.731304Z,projects/production-environment-412808/traces/b14e60ad9dc4caa4b29a07cc33b2e9ed,
0.063351099s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298341000c120b35d271cf,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:09.794657206Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,4269566747712669368,,2024-04-24T22:10:09.725819Z,projects/production-environment-412808/traces/b8fcbd03e6912dff4c0ef80d37ef6673,
0.049491974s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298340000bf8dd49b93642,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:08.794503886Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,17624450447424010617,,2024-04-24T22:10:08.733317Z,projects/production-environment-412808/traces/898f8030d1cfc55234a20a2b278557c3,
0.053133313s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1467,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",6629833e000c1b59fba3414d,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:06.797172645Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,10910333961176458697,,2024-04-24T22:10:06.738906Z,projects/production-environment-412808/traces/fa2f86d7749d33329d2158d1cd7c5231,
0.064562405s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",6629833d000c31a882c2cbb2,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:06.131655373Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,17235355855387049908,,2024-04-24T22:10:05.732907Z,projects/production-environment-412808/traces/bad96e24451a4aa793ab1d96e6059635,
0.058689847s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",6629833b000c11966804342f,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:03.799315619Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,18011112365770754545,,2024-04-24T22:10:03.730549Z,projects/production-environment-412808/traces/b94757bd1816337eba24642b125e0b5a,
0.071001999s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1469,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",6629833a000c5983b371e01a,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:03.134069634Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,14349619761977685854,,2024-04-24T22:10:02.736677Z,projects/production-environment-412808/traces/3f26abde688792b86a6ee7e5044189b9,true
0.052876177s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298338000c180c019dbbfd,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:10:00.801927065Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,15226949661769671492,,2024-04-24T22:10:00.737595Z,projects/production-environment-412808/traces/6856d1f7be06438568367e06d12ad770,
0.058541224s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1469,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298337000c05b830c27b01,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:09:59.802254069Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,673852974082431150,,2024-04-24T22:09:59.727558Z,projects/production-environment-412808/traces/e0106b4799267e9008a0fea3b22d0463,
0.064888886s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1468,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298335000c30969fe01af6,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:09:57.807160655Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,10007799359167579607,,2024-04-24T22:09:57.732279Z,projects/production-environment-412808/traces/2d91b1ca45fcb548fc070d7adf939c9a,
0.051914766s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1469,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298334000c1726dcfbcfe7,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:09:56.806301945Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,5881811942841425003,,2024-04-24T22:09:56.738608Z,projects/production-environment-412808/traces/3fc8dd3e4daf30c7aacba9695e1db4f5,
0.049688888s,HTTP/1.1,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products,193.107.177.40,GET,1469,https://mkt-admin-panel-gqyecvuz2q-ew.a.run.app/products?_rsc=1d8bb,6521,216.239.34.53,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 OPR/109.0.0.0",66298332000bff9132be2516,9ae4b90e54edba88f8e65fbe9324bb4107a5aabb,f7c40490-7e70-4d2f-94de-85dce8cc89a3,d7f1f952-1071-43d3-b8a1-5716ac69978b,global,00f46b9285e2ac76dd0b32a2ec7bc803cc62dcc187f5f4daa831a503ebf356014976f494531f1a1815e81e39290aad562c049e979473a26039baab99e1f9813e3a32,gcp-cloud-build-deploy-cloud-run,projects/production-environment-412808/logs/run.googleapis.com%2Frequests,,2024-04-24T22:09:54.809177504Z,mkt-admin-panel,europe-west1,production-environment-412808,mkt-admin-panel-00012-s45,mkt-admin-panel,cloud_run_revision,INFO,15155390795048302916,,2024-04-24T22:09:54.734896Z,projects/production-environment-412808/traces/ed9bd52ab512a224eddd936cd3a5067c,
